,Player,Pos,Date,TM,OPP,H/A,W/L,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2571,Tyler Johnson,G,2018-12-16,MIA,NOP,A,W,0,26,5,13,0.385,2,5,0.4,3,8,0.375,2,2,1.0,0,1,1,2,1,0,1,0,15
2572,Tyler Johnson,G,2018-11-09,MIA,IND,H,L,0,33,5,12,0.417,2,6,0.333,3,6,0.5,2,4,0.5,0,2,2,5,0,1,5,2,15
2573,Nikola Jokic,C-F,2018-11-30,DEN,POR,A,W,1,32,7,12,0.583,7,10,0.7,0,2,0.0,1,1,1.0,3,3,6,8,1,1,1,3,15
2574,Derrick Jones,F,2018-12-20,MIA,HOU,H,W,0,27,3,8,0.375,2,5,0.4,1,3,0.333,8,11,0.727,6,2,8,1,2,2,0,3,15
2575,Cory Joseph,G,2018-12-07,IND,ORL,A,W,0,25,7,12,0.583,6,9,0.667,1,3,0.333,0,1,0.0,2,1,3,2,1,1,1,0,15
2576,Enes Kanter,C,2018-11-10,NYK,TOR,A,L,0,20,5,14,0.357,5,14,0.357,0,0,,5,5,1.0,9,6,15,2,0,0,2,4,15
2577,Enes Kanter,C,2018-10-29,NYK,BRK,H,W,0,26,7,13,0.538,7,13,0.538,0,0,,1,1,1.0,6,9,15,2,1,0,6,3,15
2578,Enes Kanter,C,2018-12-19,NYK,PHI,A,L,1,29,5,8,0.625,5,8,0.625,0,0,,5,5,1.0,0,6,6,2,0,0,1,2,15
2579,Enes Kanter,C,2018-12-14,NYK,CHO,A,W,1,24,6,10,0.6,6,9,0.667,0,1,0.0,3,3,1.0,3,5,8,1,0,0,2,1,15
2580,Michael Kidd-Gilchrist,F,2018-10-26,CHO,CHI,H,W,0,19,6,9,0.667,6,9,0.667,0,0,,3,4,0.75,3,4,7,1,1,1,0,3,15
2581,Kevin Knox,F,2018-11-14,NYK,OKC,A,L,1,29,5,16,0.313,3,9,0.333,2,7,0.286,3,3,1.0,1,4,5,1,1,0,3,3,15
2582,Kevin Knox,F,2018-12-16,NYK,IND,A,L,1,35,6,15,0.4,3,6,0.5,3,9,0.333,0,2,0.0,1,3,4,1,2,0,3,3,15
2583,Kyle Korver,G-F,2018-12-04,UTA,SAS,H,W,0,15,5,8,0.625,2,4,0.5,3,4,0.75,2,3,0.667,0,1,1,1,1,0,3,3,15
2584,Rodions Kurucs,F,2018-12-14,BRK,WAS,H,W,1,30,5,6,0.833,4,5,0.8,1,1,1.0,4,4,1.0,1,5,6,1,0,0,0,1,15
2585,Kyle Kuzma,F,2018-11-18,LAL,MIA,A,W,1,21,7,12,0.583,6,9,0.667,1,3,0.333,0,0,,0,1,1,1,1,0,1,2,15
2586,Kyle Kuzma,F,2018-10-18,LAL,POR,A,L,0,29,5,15,0.333,4,8,0.5,1,7,0.143,4,5,0.8,0,5,5,0,1,0,1,3,15
2587,Kyle Kuzma,F,2018-10-27,LAL,SAS,A,L,1,31,6,14,0.429,3,6,0.5,3,8,0.375,0,0,,1,3,4,1,0,0,0,3,15
2588,Kyle Kuzma,F,2018-11-30,LAL,DAL,H,W,1,37,4,12,0.333,1,5,0.2,3,7,0.429,4,7,0.571,0,12,12,6,0,0,2,1,15
2589,Zach LaVine,G,2018-11-16,CHI,MIL,A,L,1,34,6,20,0.3,5,15,0.333,1,5,0.2,2,3,0.667,1,4,5,4,1,1,4,1,15
2590,Alex Len,C,2018-12-18,ATL,WAS,H,W,0,21,3,4,0.75,3,4,0.75,0,0,,9,10,0.9,2,3,5,1,0,2,2,3,15
2591,Meyers Leonard,C-F,2018-11-04,POR,MIN,H,W,0,22,3,7,0.429,2,3,0.667,1,4,0.25,8,8,1.0,4,8,12,2,1,0,1,2,15
2592,Meyers Leonard,C-F,2018-11-20,POR,NYK,A,W,0,17,5,9,0.556,2,5,0.4,3,4,0.75,2,2,1.0,1,2,3,2,1,0,0,0,15
2593,Damian Lillard,G,2018-11-30,POR,DEN,H,L,1,40,6,16,0.375,3,8,0.375,3,8,0.375,0,0,,0,1,1,8,0,0,1,1,15
2594,Brook Lopez,C,2018-12-12,MIL,IND,A,L,1,31,5,16,0.313,1,4,0.25,4,12,0.333,1,2,0.5,1,4,5,1,1,4,2,2,15
2595,Brook Lopez,C,2018-11-26,MIL,CHO,A,L,1,27,6,10,0.6,5,6,0.833,1,4,0.25,2,2,1.0,0,8,8,0,0,1,0,2,15
2596,Kyle Lowry,G,2018-11-23,TOR,WAS,H,W,1,30,4,9,0.444,2,5,0.4,2,4,0.5,5,6,0.833,1,2,3,9,2,0,3,3,15
2597,Kyle Lowry,G,2018-10-19,TOR,BOS,H,W,1,34,5,8,0.625,2,3,0.667,3,5,0.6,2,4,0.5,0,6,6,6,0,0,0,3,15
2598,Shelvin Mack,G,2018-11-05,MEM,GSW,A,L,0,24,5,10,0.5,3,6,0.5,2,4,0.5,3,4,0.75,1,0,1,3,1,1,0,2,15
2599,Shelvin Mack,G,2018-11-14,MEM,MIL,A,W,0,29,5,12,0.417,2,6,0.333,3,6,0.5,2,3,0.667,0,6,6,5,1,0,0,1,15
2600,Boban Marjanovic,C,2018-11-01,LAC,PHI,A,L,0,23,5,7,0.714,5,7,0.714,0,0,,5,6,0.833,2,9,11,1,1,3,3,4,15
2601,Wesley Matthews,G,2018-10-17,DAL,PHO,A,L,1,34,4,10,0.4,2,3,0.667,2,7,0.286,5,6,0.833,1,1,2,5,1,0,2,0,15
2602,Wesley Matthews,G,2018-11-24,DAL,BOS,H,W,1,33,4,12,0.333,1,3,0.333,3,9,0.333,4,4,1.0,1,1,2,1,0,1,2,0,15
2603,Wesley Matthews,G,2018-12-05,DAL,NOP,A,L,1,25,5,9,0.556,3,3,1.0,2,6,0.333,3,5,0.6,0,2,2,3,2,0,0,1,15
2604,CJ McCollum,G,2018-11-28,POR,ORL,H,W,1,35,6,17,0.353,5,12,0.417,1,5,0.2,2,4,0.5,1,5,6,2,1,0,1,1,15
2605,T.J. McConnell,G,2018-11-30,PHI,WAS,H,W,0,22,6,10,0.6,5,8,0.625,1,2,0.5,2,2,1.0,0,2,2,2,2,0,3,1,15
2606,Doug McDermott,F,2018-11-21,IND,CHO,A,L,0,26,5,8,0.625,2,3,0.667,3,5,0.6,2,3,0.667,0,1,1,1,1,2,0,0,15
2607,Rodney McGruder,G,2018-11-20,MIA,BRK,H,L,1,36,7,14,0.5,6,10,0.6,1,4,0.25,0,0,,2,3,5,4,0,0,3,0,15
2608,Khris Middleton,F-G,2018-11-23,MIL,PHO,H,L,1,30,4,9,0.444,2,5,0.4,2,4,0.5,5,5,1.0,0,6,6,4,1,0,4,4,15
2609,Darius Miller,F,2018-12-03,NOP,LAC,H,L,0,25,4,8,0.5,1,1,1.0,3,7,0.429,4,5,0.8,0,1,1,2,1,0,0,1,15
2610,Patty Mills,G,2018-11-03,SAS,NOP,H,W,0,29,4,7,0.571,0,2,0.0,4,5,0.8,3,5,0.6,0,8,8,7,0,1,1,3,15
2611,Patty Mills,G,2018-12-02,SAS,POR,H,W,0,25,5,8,0.625,2,3,0.667,3,5,0.6,2,2,1.0,0,1,1,6,0,0,1,1,15
2612,Patty Mills,G,2018-11-21,SAS,MEM,H,L,0,25,4,7,0.571,1,3,0.333,3,4,0.75,4,4,1.0,0,2,2,3,0,1,1,2,15
2613,Paul Millsap,F,2018-10-23,DEN,SAC,H,W,1,22,6,10,0.6,5,8,0.625,1,2,0.5,2,2,1.0,2,3,5,0,1,1,0,2,15
2614,Nikola Mirotic,F,2018-11-30,NOP,MIA,A,L,1,29,5,11,0.455,2,2,1.0,3,9,0.333,2,2,1.0,0,4,4,1,2,1,2,1,15
2615,Nikola Mirotic,F,2018-11-28,NOP,WAS,H,W,1,28,4,13,0.308,1,5,0.2,3,8,0.375,4,4,1.0,1,8,9,2,2,1,1,3,15
2616,Malik Monk,G,2018-11-21,CHO,IND,H,W,0,19,4,8,0.5,1,2,0.5,3,6,0.5,4,5,0.8,0,2,2,1,2,0,2,1,15
2617,Malik Monk,G,2018-10-20,CHO,MIA,A,W,0,25,5,11,0.455,2,3,0.667,3,8,0.375,2,2,1.0,0,1,1,1,1,0,0,1,15
2618,E'Twaun Moore,G,2018-10-26,NOP,BRK,H,W,1,32,5,10,0.5,3,6,0.5,2,4,0.5,3,5,0.6,3,1,4,1,1,0,0,2,15
2619,Marcus Morris,F,2018-11-30,BOS,CLE,H,W,1,26,4,9,0.444,2,5,0.4,2,4,0.5,5,5,1.0,0,4,4,1,0,0,1,3,15
2620,Marcus Morris,F,2018-10-30,BOS,DET,H,W,0,31,5,11,0.455,3,7,0.429,2,4,0.5,3,4,0.75,1,8,9,2,1,0,4,4,15
2621,Markieff Morris,F,2018-11-24,WAS,NOP,H,W,0,28,6,12,0.5,4,6,0.667,2,6,0.333,1,2,0.5,1,8,9,0,2,1,0,5,15
2622,Markieff Morris,F,2018-12-14,WAS,BRK,A,L,0,27,7,8,0.875,7,7,1.0,0,1,0.0,1,2,0.5,0,3,3,2,0,0,4,6,15
2623,Monte Morris,G,2018-11-09,DEN,BRK,H,L,0,22,7,11,0.636,6,9,0.667,1,2,0.5,0,0,,0,6,6,2,1,0,0,2,15
2624,Jamal Murray,G,2018-11-13,DEN,HOU,H,L,1,35,7,13,0.538,7,10,0.7,0,3,0.0,1,1,1.0,0,1,1,5,1,0,3,1,15
2625,Jamal Murray,G,2018-11-07,DEN,MEM,A,L,1,37,6,21,0.286,4,12,0.333,2,9,0.222,1,2,0.5,2,2,4,7,1,0,3,2,15
2626,Larry Nance,F-C,2018-12-18,CLE,IND,A,W,1,33,7,14,0.5,6,11,0.545,1,3,0.333,0,0,,5,11,16,6,3,1,2,3,15
2627,Larry Nance,F-C,2018-10-27,CLE,IND,H,L,0,23,6,8,0.75,6,8,0.75,0,0,,3,3,1.0,3,9,12,4,1,0,0,4,15
2628,Jusuf Nurkic,C,2018-12-11,POR,HOU,A,L,1,32,3,9,0.333,3,9,0.333,0,0,,9,10,0.9,3,7,10,4,0,2,2,4,15
2629,Josh Okogie,G,2018-11-02,MIN,GSW,A,L,0,25,4,10,0.4,3,8,0.375,1,2,0.5,6,7,0.857,0,5,5,1,1,0,2,0,15
2630,Kelly Olynyk,C-F,2018-12-08,MIA,LAC,A,W,0,30,2,13,0.154,0,5,0.0,2,8,0.25,9,11,0.818,4,6,10,4,1,1,1,5,15
2631,Kelly Olynyk,C-F,2018-12-10,MIA,LAL,A,L,0,24,6,10,0.6,6,7,0.857,0,3,0.0,3,3,1.0,0,4,4,3,1,0,3,2,15
2632,Jabari Parker,F,2018-11-03,CHI,HOU,H,L,1,40,6,12,0.5,5,9,0.556,1,3,0.333,2,2,1.0,0,3,3,0,1,0,7,2,15
2633,Jabari Parker,F,2018-10-29,CHI,GSW,H,L,0,26,7,15,0.467,7,12,0.583,0,3,0.0,1,5,0.2,2,7,9,5,1,1,1,0,15
2634,Jabari Parker,F,2018-10-18,CHI,PHI,A,L,0,25,7,16,0.438,6,12,0.5,1,4,0.25,0,0,,1,4,5,1,1,0,2,3,15
2635,Jabari Parker,F,2018-11-05,CHI,NYK,A,W,1,42,7,15,0.467,7,13,0.538,0,2,0.0,1,1,1.0,1,7,8,2,0,1,4,2,15
2636,Tony Parker,G,2018-11-26,CHO,MIL,H,W,0,21,7,14,0.5,6,11,0.545,1,3,0.333,0,2,0.0,0,1,1,6,1,0,1,0,15
2637,Cameron Payne,G,2018-10-26,CHI,CHO,A,L,1,23,6,10,0.6,4,6,0.667,2,4,0.5,1,1,1.0,1,0,1,3,2,0,1,0,15
2638,Cameron Payne,G,2018-10-29,CHI,GSW,H,L,1,20,5,9,0.556,4,6,0.667,1,3,0.333,4,4,1.0,1,2,3,1,0,1,0,1,15
2639,Mason Plumlee,C-F,2018-11-23,DEN,ORL,H,W,0,21,6,8,0.75,6,8,0.75,0,0,,3,3,1.0,3,8,11,4,2,2,0,3,15
2640,Otto Porter,F,2018-10-30,WAS,MEM,A,L,1,38,6,14,0.429,3,8,0.375,3,6,0.5,0,0,,0,6,6,3,1,0,0,3,15
2641,Otto Porter,F,2018-12-03,WAS,NYK,A,W,1,32,6,9,0.667,3,5,0.6,3,4,0.75,0,0,,0,5,5,0,3,3,0,2,15
2642,Otto Porter,F,2018-12-08,WAS,CLE,A,L,1,29,6,10,0.6,3,6,0.5,3,4,0.75,0,0,,1,6,7,2,1,0,0,0,15
2643,Otto Porter,F,2018-11-14,WAS,CLE,H,W,1,26,7,11,0.636,6,8,0.75,1,3,0.333,0,0,,1,2,3,3,2,0,3,0,15
2644,Bobby Portis,F,2018-12-13,CHI,ORL,A,L,0,22,6,11,0.545,5,9,0.556,1,2,0.5,2,4,0.5,0,7,7,1,1,0,0,2,15
2645,Julius Randle,F-C,2018-11-26,NOP,BOS,H,L,0,21,3,8,0.375,3,7,0.429,0,1,0.0,9,10,0.9,2,3,5,2,1,1,3,2,15
2646,J.J. Redick,G,2018-11-25,PHI,BRK,A,W,1,33,5,14,0.357,4,9,0.444,1,5,0.2,4,4,1.0,0,4,4,2,0,1,1,3,15
2647,J.J. Redick,G,2018-10-27,PHI,CHO,H,W,0,32,4,12,0.333,1,4,0.25,3,8,0.375,4,4,1.0,0,1,1,2,0,0,0,1,15
2648,J.J. Redick,G,2018-11-04,PHI,BRK,A,L,0,27,6,13,0.462,5,7,0.714,1,6,0.167,2,2,1.0,0,1,1,2,0,0,3,1,15
2649,Josh Richardson,G,2018-11-14,MIA,BRK,A,W,1,36,5,13,0.385,3,6,0.5,2,7,0.286,3,4,0.75,1,4,5,5,0,0,3,4,15
2650,Josh Richardson,G,2018-10-30,MIA,CHO,A,L,1,29,5,13,0.385,4,9,0.444,1,4,0.25,4,5,0.8,0,2,2,3,1,1,1,5,15
2651,Austin Rivers,G,2018-11-30,WAS,PHI,A,L,0,29,6,10,0.6,3,4,0.75,3,6,0.5,0,2,0.0,0,2,2,1,1,1,1,2,15
2652,Terrence Ross,F-G,2018-11-05,ORL,CLE,H,W,0,30,6,14,0.429,3,5,0.6,3,9,0.333,0,0,,0,2,2,1,1,0,3,0,15
2653,Terrence Ross,F-G,2018-11-14,ORL,PHI,H,W,0,31,6,9,0.667,3,4,0.75,3,5,0.6,0,0,,0,6,6,1,1,0,2,1,15
2654,Terrence Ross,F-G,2018-10-20,ORL,PHI,A,L,0,29,5,14,0.357,2,9,0.222,3,5,0.6,2,2,1.0,1,3,4,2,1,0,0,2,15
2655,Terrence Ross,F-G,2018-11-07,ORL,DET,H,L,0,28,6,12,0.5,4,7,0.571,2,5,0.4,1,2,0.5,1,3,4,0,1,1,3,0,15
2656,Terry Rozier,G,2018-12-08,BOS,CHI,A,W,0,25,6,11,0.545,3,5,0.6,3,6,0.5,0,0,,1,7,8,2,3,0,1,1,15
2657,Ricky Rubio,G,2018-12-15,UTA,ORL,A,L,1,32,3,14,0.214,3,10,0.3,0,4,0.0,9,9,1.0,0,4,4,4,2,0,2,1,15
2658,D'Angelo Russell,G,2018-11-06,BRK,PHO,A,W,1,27,6,15,0.4,5,9,0.556,1,6,0.167,2,2,1.0,1,5,6,3,2,0,0,3,15
2659,D'Angelo Russell,G,2018-10-19,BRK,NYK,H,W,1,34,5,12,0.417,3,8,0.375,2,4,0.5,3,3,1.0,1,4,5,6,1,1,4,2,15
2660,Domantas Sabonis,F-C,2018-11-21,IND,CHO,A,L,0,19,7,8,0.875,6,7,0.857,1,1,1.0,0,0,,0,6,6,2,0,0,2,6,15
2661,Domantas Sabonis,F-C,2018-11-16,IND,MIA,H,W,0,25,7,10,0.7,7,10,0.7,0,0,,1,1,1.0,0,12,12,3,0,0,3,4,15
2662,Domantas Sabonis,F-C,2018-10-27,IND,CLE,A,W,0,21,6,9,0.667,6,9,0.667,0,0,,3,3,1.0,1,4,5,1,0,0,2,0,15
2663,Dario Saric,F,2018-10-24,PHI,MIL,A,L,1,34,6,11,0.545,4,5,0.8,2,6,0.333,1,2,0.5,1,6,7,0,0,0,1,3,15
2664,Dario Saric,F,2018-12-15,MIN,PHO,A,L,1,35,6,12,0.5,4,7,0.571,2,5,0.4,1,1,1.0,3,8,11,2,1,0,1,2,15
2665,Dario Saric,F,2018-12-19,MIN,DET,H,L,0,32,6,10,0.6,4,5,0.8,2,5,0.4,1,1,1.0,0,6,6,2,1,0,0,4,15
2666,Dennis Schroder,G,2018-10-30,OKC,LAC,H,W,0,25,6,13,0.462,5,10,0.5,1,3,0.333,2,2,1.0,0,2,2,3,0,0,3,3,15
2667,Dennis Schroder,G,2018-11-14,OKC,NYK,H,W,1,30,5,10,0.5,2,5,0.4,3,5,0.6,2,2,1.0,0,4,4,12,1,1,3,2,15
2668,Dennis Schroder,G,2018-11-17,OKC,PHO,A,W,1,36,6,15,0.4,5,12,0.417,1,3,0.333,2,2,1.0,1,4,5,7,4,0,5,2,15
2669,Collin Sexton,G,2018-12-10,CLE,MIL,A,L,1,32,5,18,0.278,3,15,0.2,2,3,0.667,3,4,0.75,1,3,4,2,0,0,2,4,15
2670,Collin Sexton,G,2018-11-07,CLE,OKC,H,L,1,42,7,14,0.5,6,12,0.5,1,2,0.5,0,0,,0,2,2,1,0,1,3,4,15
2671,Collin Sexton,G,2018-11-30,CLE,BOS,A,L,1,33,6,18,0.333,6,17,0.353,0,1,0.0,3,3,1.0,0,4,4,4,0,0,3,4,15
2672,Collin Sexton,G,2018-12-03,CLE,BRK,A,W,1,32,7,16,0.438,6,15,0.4,1,1,1.0,0,0,,1,0,1,2,1,0,0,1,15
2673,Landry Shamet,G,2018-11-21,PHI,NOP,H,W,0,20,4,6,0.667,0,0,,4,6,0.667,3,3,1.0,0,3,3,1,1,0,0,5,15
2674,Pascal Siakam,F,2018-12-21,TOR,CLE,H,W,1,37,6,17,0.353,4,12,0.333,2,5,0.4,1,3,0.333,5,5,10,3,2,0,1,1,15
2675,Pascal Siakam,F,2018-10-30,TOR,PHI,H,W,1,33,6,8,0.75,6,7,0.857,0,1,0.0,3,4,0.75,1,14,15,2,3,0,3,3,15
2676,Pascal Siakam,F,2018-12-01,TOR,CLE,A,W,1,33,6,11,0.545,6,9,0.667,0,2,0.0,3,4,0.75,0,5,5,5,0,0,3,4,15
2677,Pascal Siakam,F,2018-11-20,TOR,ORL,A,W,1,34,7,11,0.636,7,9,0.778,0,2,0.0,1,1,1.0,1,8,9,1,1,1,2,5,15
2678,Ish Smith,G,2018-10-20,DET,CHI,A,W,0,28,6,11,0.545,3,6,0.5,3,5,0.6,0,0,,0,3,3,5,0,0,2,3,15
2679,Tony Snell,G-F,2018-12-21,MIL,BOS,A,W,0,18,6,6,1.0,3,3,1.0,3,3,1.0,0,0,,0,2,2,1,0,0,3,5,15
2680,Nik Stauskas,G,2018-10-22,POR,WAS,H,L,0,30,5,10,0.5,2,4,0.5,3,6,0.5,2,2,1.0,2,6,8,3,0,1,2,3,15
2681,Jayson Tatum,F,2018-11-05,BOS,DEN,A,L,1,35,5,14,0.357,4,10,0.4,1,4,0.25,4,4,1.0,1,1,2,4,1,2,2,2,15
2682,Jayson Tatum,F,2018-11-21,BOS,NYK,H,L,1,29,4,12,0.333,3,11,0.273,1,1,1.0,6,9,0.667,3,5,8,0,0,0,0,2,15
2683,Jeff Teague,G,2018-11-23,MIN,BRK,A,W,1,30,4,8,0.5,3,4,0.75,1,4,0.25,6,6,1.0,0,2,2,9,1,0,2,0,15
2684,Garrett Temple,G,2018-10-27,MEM,PHO,H,W,1,24,4,6,0.667,3,5,0.6,1,1,1.0,6,6,1.0,0,3,3,1,1,0,0,3,15
2685,Garrett Temple,G,2018-12-14,MEM,MIA,H,L,1,36,5,9,0.556,2,2,1.0,3,7,0.429,2,3,0.667,1,3,4,3,1,0,0,2,15
2686,Klay Thompson,G-F,2018-10-21,GSW,DEN,A,L,1,36,7,16,0.438,6,10,0.6,1,6,0.167,0,0,,0,7,7,0,1,1,3,3,15
2687,Karl-Anthony Towns,C-F,2018-11-18,MIN,MEM,H,L,1,38,6,10,0.6,5,9,0.556,1,1,1.0,2,2,1.0,3,17,20,2,0,1,4,5,15
2688,Allonzo Trier,G,2018-10-17,NYK,ATL,H,W,0,26,5,9,0.556,4,6,0.667,1,3,0.333,4,4,1.0,0,4,4,0,0,2,3,0,15
2689,Allonzo Trier,G,2018-10-20,NYK,BOS,H,L,0,25,4,9,0.444,2,6,0.333,2,3,0.667,5,7,0.714,1,0,1,1,0,0,3,1,15
2690,Allonzo Trier,G,2018-12-08,NYK,BRK,H,L,0,27,5,11,0.455,5,9,0.556,0,2,0.0,5,6,0.833,0,2,2,0,0,0,3,0,15
2691,Myles Turner,C-F,2018-10-27,IND,CLE,A,W,1,28,7,10,0.7,7,9,0.778,0,1,0.0,1,1,1.0,1,1,2,1,0,3,2,2,15
2692,Myles Turner,C-F,2018-12-21,IND,BRK,A,W,1,37,7,13,0.538,6,10,0.6,1,3,0.333,0,0,,3,9,12,3,1,5,1,1,15
2693,Fred VanVleet,G,2018-12-01,TOR,CLE,A,W,1,33,5,12,0.417,4,8,0.5,1,4,0.25,4,4,1.0,0,3,3,4,1,0,2,3,15
2694,Noah Vonleh,F,2018-12-01,NYK,MIL,H,W,1,35,6,6,1.0,3,3,1.0,3,3,1.0,0,0,,0,5,5,1,1,0,2,6,15
2695,Noah Vonleh,F,2018-12-14,NYK,CHO,A,W,1,42,5,13,0.385,3,5,0.6,2,8,0.25,3,6,0.5,0,11,11,7,0,1,1,2,15
2696,Nikola Vucevic,C,2018-12-15,ORL,UTA,H,W,1,30,5,14,0.357,4,11,0.364,1,3,0.333,4,4,1.0,2,17,19,5,0,2,2,3,15
2697,Nikola Vucevic,C,2018-10-30,ORL,SAC,H,L,1,27,5,11,0.455,5,9,0.556,0,2,0.0,5,6,0.833,5,10,15,5,1,1,3,1,15
2698,Dwyane Wade,G,2018-12-02,MIA,UTA,H,W,0,30,4,15,0.267,2,9,0.222,2,6,0.333,5,5,1.0,0,3,3,8,1,1,1,0,15
2699,Dwyane Wade,G,2018-12-10,MIA,LAL,A,L,0,32,6,19,0.316,6,12,0.5,0,7,0.0,3,4,0.75,0,5,5,10,1,1,2,3,15
2700,Kemba Walker,G,2018-12-05,CHO,MIN,A,L,1,30,6,16,0.375,5,11,0.455,1,5,0.2,2,3,0.667,0,2,2,5,1,0,1,2,15
2701,John Wall,G,2018-12-18,WAS,ATL,A,L,1,26,6,18,0.333,3,7,0.429,3,11,0.273,0,0,,0,0,0,6,0,0,3,5,15
2702,Tyrone Wallace,G,2018-12-11,LAC,TOR,H,L,0,24,6,11,0.545,6,10,0.6,0,1,0.0,3,4,0.75,0,4,4,6,0,2,3,4,15
2703,Taurean Waller-Prince,F,2018-11-30,ATL,OKC,A,L,1,34,6,12,0.5,4,7,0.571,2,5,0.4,1,3,0.333,0,3,3,2,2,1,3,1,15
2704,Taurean Waller-Prince,F,2018-11-03,ATL,MIA,H,W,1,22,5,11,0.455,2,3,0.667,3,8,0.375,2,3,0.667,0,4,4,3,1,0,1,5,15
2705,T.J. Warren,F,2018-11-28,PHO,LAC,A,L,1,34,6,14,0.429,3,8,0.375,3,6,0.5,0,1,0.0,0,1,1,2,2,1,2,1,15
2706,Hassan Whiteside,C,2018-11-10,MIA,WAS,H,L,1,35,6,10,0.6,6,9,0.667,0,1,0.0,3,4,0.75,5,9,14,3,1,4,1,4,15
2707,Andrew Wiggins,F-G,2018-12-21,MIN,SAS,A,L,1,29,3,11,0.273,3,8,0.375,0,3,0.0,9,10,0.9,1,5,6,0,0,0,2,3,15
2708,Lou Williams,G,2018-11-23,LAC,MEM,H,W,0,30,5,14,0.357,4,10,0.4,1,4,0.25,4,4,1.0,0,2,2,6,1,0,0,1,15
2709,Marvin Williams,F,2018-11-30,CHO,UTA,H,L,1,33,5,13,0.385,2,5,0.4,3,8,0.375,2,2,1.0,2,9,11,2,1,0,1,1,15
2710,Justise Winslow,F,2018-11-03,MIA,ATL,A,L,1,37,5,11,0.455,3,7,0.429,2,4,0.5,3,4,0.75,6,4,10,8,2,2,5,3,15
2711,Delon Wright,G,2018-12-16,TOR,DEN,A,L,1,38,6,12,0.5,6,8,0.75,0,4,0.0,3,3,1.0,1,7,8,4,1,0,2,0,15
2712,Trae Young,G,2018-12-21,ATL,NYK,A,W,1,28,5,9,0.556,5,9,0.556,0,0,,5,7,0.714,1,2,3,10,1,0,2,1,15
2713,Trae Young,G,2018-11-07,ATL,NYK,H,L,1,31,6,19,0.316,5,12,0.417,1,7,0.143,2,2,1.0,1,4,5,8,0,0,2,2,15
2714,Cody Zeller,C-F,2018-11-21,CHO,IND,H,W,1,23,7,10,0.7,7,9,0.778,0,1,0.0,1,1,1.0,2,3,5,1,1,0,2,1,15
2715,Bam Adebayo,C-F,2018-12-08,MIA,LAC,A,W,1,29,7,10,0.7,7,10,0.7,0,0,,0,0,,2,6,8,4,1,1,0,4,14
2716,Bam Adebayo,C-F,2018-11-23,MIA,CHI,A,W,0,26,3,8,0.375,3,8,0.375,0,0,,8,10,0.8,5,8,13,2,0,1,2,4,14
2717,LaMarcus Aldridge,F-C,2018-11-12,SAS,SAC,A,L,1,34,6,12,0.5,6,12,0.5,0,0,,2,2,1.0,3,15,18,0,0,3,4,1,14
2718,LaMarcus Aldridge,F-C,2018-11-04,SAS,ORL,H,L,1,33,6,14,0.429,6,13,0.462,0,1,0.0,2,2,1.0,1,5,6,3,0,0,4,1,14
2719,LaMarcus Aldridge,F-C,2018-12-07,SAS,LAL,H,W,1,23,6,16,0.375,6,16,0.375,0,0,,2,2,1.0,3,5,8,1,0,1,0,3,14
2720,Jarrett Allen,F-C,2018-10-31,BRK,DET,H,W,1,22,6,8,0.75,6,8,0.75,0,0,,2,5,0.4,4,5,9,1,0,0,2,6,14
2721,Jarrett Allen,F-C,2018-12-08,BRK,NYK,A,W,1,26,5,9,0.556,5,9,0.556,0,0,,4,4,1.0,3,9,12,0,0,2,1,6,14
2722,Jarrett Allen,F-C,2018-11-28,BRK,UTA,H,L,1,29,3,6,0.5,3,6,0.5,0,0,,8,11,0.727,5,5,10,1,0,0,1,1,14
2723,Al-Farouq Aminu,F,2018-12-08,POR,MIN,H,W,1,36,5,9,0.556,5,6,0.833,0,3,0.0,4,6,0.667,1,7,8,3,2,1,4,2,14
2724,Kyle Anderson,F-G,2018-12-17,MEM,GSW,A,L,1,24,6,9,0.667,6,7,0.857,0,2,0.0,2,2,1.0,1,4,5,1,0,0,2,2,14
2725,Kyle Anderson,F-G,2018-11-07,MEM,DEN,H,W,1,33,5,9,0.556,4,7,0.571,1,2,0.5,3,4,0.75,0,5,5,1,1,0,2,1,14
2726,Ryan Arcidiacono,G,2018-11-21,CHI,PHO,H,W,1,31,5,7,0.714,1,1,1.0,4,6,0.667,0,0,,1,2,3,3,2,0,1,2,14
2727,Trevor Ariza,F,2018-10-31,PHO,SAS,H,L,1,30,4,11,0.364,2,7,0.286,2,4,0.5,4,4,1.0,2,5,7,3,2,0,0,0,14
2728,Trevor Ariza,F,2018-10-24,PHO,LAL,H,L,1,34,4,9,0.444,1,3,0.333,3,6,0.5,3,4,0.75,1,1,2,4,0,0,2,2,14
2729,Trevor Ariza,F,2018-12-04,PHO,SAC,H,L,1,27,5,13,0.385,2,5,0.4,3,8,0.375,1,2,0.5,1,2,3,3,3,0,4,1,14
2730,Deandre Ayton,C,2018-11-12,PHO,OKC,A,L,1,35,6,10,0.6,6,10,0.6,0,0,,2,2,1.0,2,5,7,2,0,1,5,4,14
2731,Deandre Ayton,C,2018-11-08,PHO,BOS,H,L,1,38,6,10,0.6,6,10,0.6,0,0,,2,4,0.5,2,8,10,1,0,1,2,1,14
