,Player,Pos,Date,TM,OPP,H/A,W/L,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2411,LaMarcus Aldridge,F-C,2018-10-27,SAS,LAL,H,W,1,33,7,16,0.438,7,16,0.438,0,0,,1,2,0.5,2,3,5,3,0,2,4,3,15
2412,Jarrett Allen,F-C,2018-12-05,BRK,OKC,H,L,1,28,5,14,0.357,5,12,0.417,0,2,0.0,5,5,1.0,5,3,8,4,0,1,2,4,15
2413,Jarrett Allen,F-C,2018-11-30,BRK,MEM,H,L,1,39,5,5,1.0,5,5,1.0,0,0,,5,6,0.833,3,9,12,5,1,1,3,5,15
2414,Jarrett Allen,F-C,2018-10-19,BRK,NYK,H,W,1,34,6,8,0.75,6,7,0.857,0,1,0.0,3,4,0.75,3,8,11,0,0,4,2,0,15
2415,Jarrett Allen,F-C,2018-11-04,BRK,PHI,H,W,1,27,5,7,0.714,5,7,0.714,0,0,,5,6,0.833,5,5,10,0,1,2,0,2,15
2416,Kyle Anderson,F-G,2018-12-19,MEM,POR,A,L,1,35,7,8,0.875,7,7,1.0,0,1,0.0,1,1,1.0,1,4,5,3,4,1,2,3,15
2417,Ryan Anderson,F,2018-10-28,PHO,OKC,A,L,1,31,4,10,0.4,3,6,0.5,1,4,0.25,6,6,1.0,2,3,5,0,1,0,2,1,15
2418,Giannis Antetokounmpo,F-G,2018-10-26,MIL,MIN,A,W,1,23,5,9,0.556,5,8,0.625,0,1,0.0,5,6,0.833,0,12,12,6,0,2,4,4,15
2419,Giannis Antetokounmpo,F-G,2018-12-05,MIL,DET,H,W,1,26,6,12,0.5,6,10,0.6,0,2,0.0,3,4,0.75,1,6,7,5,1,1,5,4,15
2420,OG Anunoby,F,2018-11-23,TOR,WAS,H,W,0,19,6,11,0.545,3,6,0.5,3,5,0.6,0,0,,0,0,0,1,0,0,0,2,15
2421,Ryan Arcidiacono,G,2018-11-10,CHI,CLE,H,W,1,30,6,8,0.75,3,4,0.75,3,4,0.75,0,1,0.0,0,4,4,2,0,0,1,5,15
2422,Trevor Ariza,F,2018-12-19,WAS,HOU,A,L,1,36,7,15,0.467,6,7,0.857,1,8,0.125,0,0,,0,6,6,3,3,0,0,1,15
2423,D.J. Augustin,G,2018-12-13,ORL,CHI,H,W,1,33,4,8,0.5,1,3,0.333,3,5,0.6,4,4,1.0,0,7,7,2,0,0,1,2,15
2424,D.J. Augustin,G,2018-11-12,ORL,WAS,A,L,1,31,6,10,0.6,3,5,0.6,3,5,0.6,0,1,0.0,0,1,1,4,0,0,1,3,15
2425,Deandre Ayton,C,2018-11-06,PHO,BRK,H,L,1,32,6,17,0.353,6,17,0.353,0,0,,3,3,1.0,2,11,13,3,0,0,4,2,15
2426,Dwayne Bacon,G,2018-11-09,CHO,PHI,A,L,0,23,5,7,0.714,3,4,0.75,2,3,0.667,3,4,0.75,1,0,1,1,1,0,0,6,15
2427,Marvin Bagley,F,2018-11-19,SAC,OKC,H,W,0,26,6,11,0.545,6,10,0.6,0,1,0.0,3,6,0.5,6,7,13,2,0,3,2,2,15
2428,Lonzo Ball,G,2018-11-21,LAL,CLE,A,W,1,36,7,11,0.636,6,9,0.667,1,2,0.5,0,1,0.0,1,6,7,6,1,0,3,3,15
2429,Mohamed Bamba,C,2018-11-11,ORL,NYK,A,W,0,18,5,11,0.455,4,8,0.5,1,3,0.333,4,5,0.8,0,8,8,0,0,2,0,4,15
2430,Mohamed Bamba,C,2018-11-09,ORL,WAS,H,W,0,17,7,8,0.875,6,7,0.857,1,1,1.0,0,0,,2,0,2,3,0,2,1,5,15
2431,J.J. Barea,G,2018-10-31,DAL,LAL,A,L,0,25,7,15,0.467,7,12,0.583,0,3,0.0,1,2,0.5,0,0,0,10,0,0,4,4,15
2432,Harrison Barnes,F,2018-12-13,DAL,PHO,A,L,1,32,6,15,0.4,4,6,0.667,2,9,0.222,1,2,0.5,0,4,4,1,0,0,2,0,15
2433,Harrison Barnes,F,2018-12-16,DAL,SAC,H,L,1,29,5,16,0.313,2,9,0.222,3,7,0.429,2,2,1.0,0,2,2,0,1,1,1,1,15
2434,Nicolas Batum,F-G,2018-10-19,CHO,ORL,A,W,1,30,6,8,0.75,3,4,0.75,3,4,0.75,0,0,,0,6,6,5,2,0,2,0,15
2435,Malik Beasley,G,2018-11-15,DEN,ATL,H,W,0,24,6,14,0.429,5,9,0.556,1,5,0.2,2,3,0.667,1,2,3,3,1,0,1,2,15
2436,Malik Beasley,G,2018-12-03,DEN,TOR,A,W,0,27,6,8,0.75,3,5,0.6,3,3,1.0,0,0,,1,1,2,1,0,0,0,0,15
2437,Marco Belinelli,G-F,2018-11-04,SAS,ORL,H,L,0,21,4,9,0.444,2,4,0.5,2,5,0.4,5,5,1.0,0,3,3,2,0,0,0,2,15
2438,Marco Belinelli,G-F,2018-10-22,SAS,LAL,A,W,0,23,5,9,0.556,2,3,0.667,3,6,0.5,2,2,1.0,0,1,1,1,2,0,2,1,15
2439,Davis Bertans,F,2018-12-21,SAS,MIN,H,W,0,23,5,10,0.5,0,3,0.0,5,7,0.714,0,0,,0,5,5,1,1,0,1,3,15
2440,Nemanja Bjelica,F,2018-12-16,SAC,DAL,A,W,1,35,5,10,0.5,1,3,0.333,4,7,0.571,1,2,0.5,1,9,10,1,0,4,1,1,15
2441,Antonio Blakeney,G,2018-10-31,CHI,DEN,H,L,0,14,5,9,0.556,1,5,0.2,4,4,1.0,1,3,0.333,0,3,3,0,0,0,1,0,15
2442,Antonio Blakeney,G,2018-10-18,CHI,PHI,A,L,0,30,6,16,0.375,5,13,0.385,1,3,0.333,2,3,0.667,0,5,5,2,0,0,1,2,15
2443,Eric Bledsoe,G,2018-11-10,MIL,LAC,A,L,1,34,6,16,0.375,4,9,0.444,2,7,0.286,1,2,0.5,2,3,5,5,2,1,3,2,15
2444,Eric Bledsoe,G,2018-11-14,MIL,MEM,H,L,1,30,6,11,0.545,5,8,0.625,1,3,0.333,2,4,0.5,1,5,6,7,2,0,1,5,15
2445,Jaron Blossomgame,F,2018-12-19,CLE,CHO,A,L,0,23,6,7,0.857,3,3,1.0,3,4,0.75,0,0,,1,0,1,2,0,0,1,0,15
2446,Bogdan Bogdanovic,G,2018-12-07,SAC,CLE,A,W,0,23,7,18,0.389,6,13,0.462,1,5,0.2,0,0,,1,3,4,4,0,0,0,3,15
2447,Bogdan Bogdanovic,G,2018-12-16,SAC,DAL,A,W,1,37,4,11,0.364,2,6,0.333,2,5,0.4,5,6,0.833,0,7,7,5,0,0,1,3,15
2448,Bojan Bogdanovic,G-F,2018-11-26,IND,UTA,A,W,1,32,5,9,0.556,3,6,0.5,2,3,0.667,3,3,1.0,0,5,5,4,1,0,2,2,15
2449,Bojan Bogdanovic,G-F,2018-10-20,IND,BRK,H,W,1,27,5,8,0.625,2,5,0.4,3,3,1.0,2,2,1.0,0,2,2,0,0,0,1,0,15
2450,Bojan Bogdanovic,G-F,2018-11-27,IND,PHO,A,W,1,24,5,12,0.417,3,9,0.333,2,3,0.667,3,5,0.6,2,3,5,0,0,0,2,3,15
2451,Avery Bradley,G,2018-12-03,LAC,NOP,A,W,1,29,7,12,0.583,6,8,0.75,1,4,0.25,0,0,,1,2,3,2,1,1,3,5,15
2452,Avery Bradley,G,2018-10-28,LAC,WAS,H,W,1,23,6,12,0.5,3,6,0.5,3,6,0.5,0,0,,1,0,1,5,0,1,2,4,15
2453,Avery Bradley,G,2018-12-13,LAC,SAS,A,L,1,28,5,9,0.556,2,5,0.4,3,4,0.75,2,2,1.0,0,3,3,3,0,0,1,1,15
2454,Miles Bridges,G-F,2018-10-26,CHO,CHI,H,W,0,26,7,10,0.7,6,7,0.857,1,3,0.333,0,0,,2,3,5,2,2,0,1,0,15
2455,Miles Bridges,G-F,2018-10-19,CHO,ORL,A,W,0,14,6,8,0.75,3,5,0.6,3,3,1.0,0,0,,2,6,8,2,0,1,1,1,15
2456,Malcolm Brogdon,G,2018-12-07,MIL,GSW,H,L,1,31,5,12,0.417,4,6,0.667,1,6,0.167,4,4,1.0,3,4,7,3,1,0,4,2,15
2457,Malcolm Brogdon,G,2018-10-19,MIL,IND,H,W,1,27,6,9,0.667,4,5,0.8,2,4,0.5,1,1,1.0,0,4,4,7,2,0,2,2,15
2458,Jaylen Brown,F-G,2018-11-05,BOS,DEN,A,L,1,29,7,14,0.5,6,10,0.6,1,4,0.25,0,0,,1,3,4,0,1,0,0,1,15
2459,Reggie Bullock,G-F,2018-12-15,DET,BOS,H,W,1,30,5,11,0.455,1,1,1.0,4,10,0.4,1,2,0.5,0,3,3,1,0,0,3,1,15
2460,Trey Burke,G,2018-10-26,NYK,GSW,H,L,0,22,5,12,0.417,2,5,0.4,3,7,0.429,2,3,0.667,0,2,2,2,0,0,2,1,15
2461,Trey Burke,G,2018-11-25,NYK,MEM,A,W,0,29,3,15,0.2,2,13,0.154,1,2,0.5,8,8,1.0,1,2,3,3,2,1,1,0,15
2462,Trey Burke,G,2018-10-17,NYK,ATL,H,W,1,21,6,11,0.545,4,8,0.5,2,3,0.667,1,2,0.5,1,2,3,4,0,0,2,2,15
2463,Alec Burks,G,2018-11-30,CLE,BOS,A,L,0,26,4,11,0.364,4,7,0.571,0,4,0.0,7,8,0.875,1,5,6,4,2,0,0,0,15
2464,Jimmy Butler,F-G,2018-11-17,PHI,CHO,A,W,1,37,4,11,0.364,3,8,0.375,1,3,0.333,6,7,0.857,1,2,3,4,2,2,4,4,15
2465,Isaiah Canaan,G,2018-10-20,PHO,DEN,A,L,1,30,5,8,0.625,2,3,0.667,3,5,0.6,2,3,0.667,2,2,4,2,1,0,2,3,15
2466,DeMarre Carroll,F,2018-12-16,BRK,ATL,H,W,0,31,5,13,0.385,3,5,0.6,2,8,0.25,3,4,0.75,1,1,2,1,2,0,1,0,15
2467,Wendell Carter,C,2018-11-10,CHI,CLE,H,W,1,25,5,6,0.833,5,6,0.833,0,0,,5,8,0.625,1,4,5,1,0,3,2,1,15
2468,Willie Cauley-Stein,F-C,2018-10-24,SAC,MEM,H,W,1,35,6,14,0.429,6,14,0.429,0,0,,3,5,0.6,5,5,10,2,2,0,2,2,15
2469,Jordan Clarkson,G,2018-10-30,CLE,ATL,H,W,0,27,7,15,0.467,6,10,0.6,1,5,0.2,0,0,,1,1,2,1,1,0,1,0,15
2470,Jordan Clarkson,G,2018-11-10,CLE,CHI,A,L,0,25,6,16,0.375,4,12,0.333,2,4,0.5,1,2,0.5,2,3,5,4,0,0,1,3,15
2471,Jordan Clarkson,G,2018-10-17,CLE,TOR,A,L,0,23,7,15,0.467,6,11,0.545,1,4,0.25,0,0,,0,3,3,0,0,0,0,3,15
2472,Darren Collison,G,2018-10-27,IND,CLE,A,W,1,30,5,8,0.625,4,7,0.571,1,1,1.0,4,4,1.0,0,2,2,6,3,0,2,3,15
2473,Pat Connaughton,G,2018-11-26,MIL,CHO,A,L,0,26,4,10,0.4,1,3,0.333,3,7,0.429,4,5,0.8,4,1,5,2,0,0,1,3,15
2474,Pat Connaughton,G,2018-11-08,MIL,GSW,A,W,0,21,7,11,0.636,6,8,0.75,1,3,0.333,0,1,0.0,2,2,4,2,0,1,1,3,15
2475,Quinn Cook,G,2018-11-08,GSW,MIL,H,L,0,19,6,9,0.667,3,4,0.75,3,5,0.6,0,0,,0,2,2,5,0,0,4,0,15
2476,Quinn Cook,G,2018-11-17,GSW,DAL,A,L,0,22,6,10,0.6,3,5,0.6,3,5,0.6,0,0,,0,2,2,3,1,0,1,5,15
2477,Robert Covington,F,2018-10-30,PHI,TOR,A,L,1,37,4,10,0.4,0,2,0.0,4,8,0.5,3,3,1.0,1,3,4,1,4,2,0,5,15
2478,Robert Covington,F,2018-11-18,MIN,MEM,H,L,1,37,5,11,0.455,1,3,0.333,4,8,0.5,1,2,0.5,0,2,2,2,4,1,0,2,15
2479,Allen Crabbe,G-F,2018-11-17,BRK,LAC,H,L,1,30,5,11,0.455,2,5,0.4,3,6,0.5,2,2,1.0,0,4,4,1,0,0,0,3,15
2480,Torrey Craig,G-F,2018-12-14,DEN,OKC,H,W,1,35,6,7,0.857,3,3,1.0,3,4,0.75,0,0,,2,3,5,3,0,1,1,2,15
2481,Jae Crowder,F,2018-10-28,UTA,DAL,A,W,1,35,7,13,0.538,6,8,0.75,1,5,0.2,0,0,,0,6,6,1,1,0,0,5,15
2482,Jae Crowder,F,2018-10-22,UTA,MEM,H,L,0,29,4,7,0.571,2,3,0.667,2,4,0.5,5,7,0.714,1,7,8,0,0,0,0,4,15
2483,Dante Cunningham,F,2018-11-03,SAS,NOP,H,W,1,38,5,8,0.625,2,3,0.667,3,5,0.6,2,2,1.0,3,4,7,2,1,2,1,3,15
2484,Troy Daniels,G,2018-12-06,PHO,POR,A,L,0,22,5,9,0.556,3,3,1.0,2,6,0.333,3,3,1.0,2,1,3,1,0,0,1,1,15
2485,Dewayne Dedmon,C,2018-11-03,ATL,MIA,H,W,0,23,7,13,0.538,6,11,0.545,1,2,0.5,0,0,,1,6,7,0,0,2,0,3,15
2486,Sam Dekker,F,2018-12-19,WAS,HOU,A,L,0,15,7,8,0.875,6,6,1.0,1,2,0.5,0,0,,0,2,2,0,1,0,1,3,15
2487,Matthew Dellavedova,G,2018-12-12,CLE,NYK,H,W,0,22,4,7,0.571,1,2,0.5,3,5,0.6,4,4,1.0,0,4,4,3,1,0,2,3,15
2488,Gorgui Dieng,C,2018-12-17,MIN,SAC,H,W,0,21,7,10,0.7,7,9,0.778,0,1,0.0,1,1,1.0,0,8,8,0,1,1,1,2,15
2489,Spencer Dinwiddie,G,2018-12-21,BRK,IND,H,L,0,32,4,12,0.333,3,7,0.429,1,5,0.2,6,8,0.75,0,1,1,9,1,0,4,2,15
2490,Spencer Dinwiddie,G,2018-11-30,BRK,MEM,H,L,1,43,5,14,0.357,3,6,0.5,2,8,0.25,3,4,0.75,0,2,2,5,0,0,2,5,15
2491,Spencer Dinwiddie,G,2018-12-16,BRK,ATL,H,W,0,24,3,8,0.375,2,5,0.4,1,3,0.333,8,8,1.0,1,2,3,5,0,0,1,2,15
2492,Donte DiVincenzo,G,2018-10-27,MIL,ORL,H,W,0,18,6,9,0.667,5,5,1.0,1,4,0.25,2,2,1.0,0,3,3,0,0,0,1,1,15
2493,Luka Doncic,G-F,2018-11-19,DAL,MEM,A,L,1,37,6,20,0.3,3,11,0.273,3,9,0.333,0,0,,1,9,10,3,0,1,3,2,15
2494,Luka Doncic,G-F,2018-11-24,DAL,BOS,H,W,1,31,5,11,0.455,2,7,0.286,3,4,0.75,2,2,1.0,0,0,0,8,3,1,3,0,15
2495,Wayne Ellington,G,2018-11-27,MIA,ATL,H,L,1,32,5,13,0.385,0,2,0.0,5,11,0.455,0,0,,0,5,5,3,5,0,1,3,15
2496,Joel Embiid,C,2018-12-02,PHI,MEM,H,W,1,38,4,13,0.308,4,11,0.364,0,2,0.0,7,8,0.875,0,14,14,3,1,1,4,3,15
2497,James Ennis,F,2018-11-03,HOU,CHI,A,W,1,17,5,8,0.625,2,3,0.667,3,5,0.6,2,2,1.0,1,0,1,1,2,1,0,1,15
2498,Tyreke Evans,G-F,2018-10-20,IND,BRK,H,W,0,22,6,12,0.5,5,10,0.5,1,2,0.5,2,4,0.5,1,2,3,2,3,1,0,4,15
2499,Dante Exum,G,2018-12-06,UTA,HOU,H,W,0,22,6,10,0.6,6,8,0.75,0,2,0.0,3,6,0.5,0,2,2,5,2,0,3,2,15
2500,Bryn Forbes,G,2018-12-09,SAS,UTA,H,W,1,31,6,8,0.75,5,7,0.714,1,1,1.0,2,2,1.0,1,4,5,3,0,0,1,3,15
2501,Bryn Forbes,G,2018-10-24,SAS,IND,H,L,1,31,5,10,0.5,3,6,0.5,2,4,0.5,3,3,1.0,0,2,2,4,0,0,1,2,15
2502,Evan Fournier,G-F,2018-11-17,ORL,LAL,H,W,1,34,6,15,0.4,5,7,0.714,1,8,0.125,2,3,0.667,1,4,5,4,0,0,0,4,15
2503,Evan Fournier,G-F,2018-11-05,ORL,CLE,H,W,1,32,5,15,0.333,3,6,0.5,2,9,0.222,3,4,0.75,0,1,1,5,3,1,2,4,15
2504,Evan Fournier,G-F,2018-11-09,ORL,WAS,H,W,1,37,6,17,0.353,3,7,0.429,3,10,0.3,0,0,,0,4,4,6,2,1,3,2,15
2505,De'Aaron Fox,G,2018-11-04,SAC,MIL,A,L,1,26,6,14,0.429,3,9,0.333,3,5,0.6,0,0,,0,6,6,6,0,0,2,1,15
2506,De'Aaron Fox,G,2018-12-01,SAC,IND,H,W,1,37,4,16,0.25,4,14,0.286,0,2,0.0,7,7,1.0,0,4,4,6,4,1,6,0,15
2507,Danilo Gallinari,F,2018-12-13,LAC,SAS,A,L,1,27,3,7,0.429,1,3,0.333,2,4,0.5,7,7,1.0,0,3,3,4,1,0,0,3,15
2508,Langston Galloway,G,2018-11-25,DET,PHO,H,W,0,27,4,6,0.667,0,0,,4,6,0.667,3,3,1.0,0,1,1,1,0,0,0,2,15
2509,Marc Gasol,C,2018-11-30,MEM,BRK,A,W,1,47,6,9,0.667,4,5,0.8,2,4,0.5,1,2,0.5,0,15,15,5,2,3,5,4,15
2510,Marc Gasol,C,2018-12-17,MEM,GSW,A,L,1,26,5,9,0.556,4,6,0.667,1,3,0.333,4,4,1.0,0,6,6,6,1,0,1,3,15
2511,Marc Gasol,C,2018-12-07,MEM,NOP,A,W,1,33,5,12,0.417,4,11,0.364,1,1,1.0,4,4,1.0,1,5,6,4,0,2,0,2,15
2512,Rudy Gay,F,2018-10-29,SAS,DAL,H,W,1,40,6,13,0.462,4,11,0.364,2,2,1.0,1,2,0.5,1,10,11,4,6,0,7,3,15
2513,Taj Gibson,F,2018-11-05,MIN,LAC,A,L,1,32,6,9,0.667,6,9,0.667,0,0,,3,4,0.75,3,6,9,1,2,1,0,6,15
2514,Taj Gibson,F,2018-12-03,MIN,HOU,H,W,1,27,4,11,0.364,4,10,0.4,0,1,0.0,7,8,0.875,7,4,11,3,1,0,0,1,15
2515,Rudy Gobert,C,2018-11-12,UTA,MEM,A,W,1,32,5,7,0.714,5,7,0.714,0,0,,5,7,0.714,3,13,16,2,0,3,3,4,15
2516,Aaron Gordon,F,2018-11-07,ORL,DET,H,L,1,28,7,15,0.467,6,11,0.545,1,4,0.25,0,0,,1,9,10,6,2,1,1,5,15
2517,Eric Gordon,G,2018-12-01,HOU,CHI,H,W,0,31,5,12,0.417,2,4,0.5,3,8,0.375,2,3,0.667,0,3,3,1,1,0,3,5,15
2518,Jerami Grant,F,2018-11-14,OKC,NYK,H,W,1,28,6,10,0.6,3,5,0.6,3,5,0.6,0,0,,0,5,5,0,0,0,4,3,15
2519,Jerami Grant,F,2018-12-03,OKC,DET,A,W,1,24,5,6,0.833,3,3,1.0,2,3,0.667,3,4,0.75,0,2,2,0,0,1,1,3,15
2520,Danny Green,G-F,2018-10-26,TOR,DAL,H,W,1,30,4,8,0.5,0,1,0.0,4,7,0.571,3,3,1.0,2,6,8,0,1,1,0,3,15
2521,Danny Green,G-F,2018-12-12,TOR,GSW,A,W,1,31,6,11,0.545,5,6,0.833,1,5,0.2,2,2,1.0,0,4,4,5,0,0,0,1,15
2522,Danny Green,G-F,2018-12-01,TOR,CLE,A,W,1,32,6,9,0.667,3,4,0.75,3,5,0.6,0,0,,2,5,7,0,0,2,1,2,15
2523,Danny Green,G-F,2018-11-04,TOR,LAL,A,W,1,26,5,8,0.625,0,0,,5,8,0.625,0,0,,1,2,3,3,0,2,1,3,15
2524,Tim Hardaway,G,2018-12-21,NYK,ATL,H,L,1,38,4,10,0.4,3,4,0.75,1,6,0.167,6,9,0.667,0,4,4,5,0,0,0,2,15
2525,James Harden,G,2018-12-06,HOU,UTA,A,L,1,28,5,16,0.313,3,8,0.375,2,8,0.25,3,3,1.0,1,5,6,2,0,0,7,3,15
2526,Montrezl Harrell,F-C,2018-12-17,LAC,POR,H,L,0,27,4,8,0.5,4,8,0.5,0,0,,7,8,0.875,3,3,6,4,1,0,0,1,15
2527,Gary Harris,G,2018-11-13,DEN,HOU,H,L,1,36,6,13,0.462,3,7,0.429,3,6,0.5,0,0,,0,2,2,1,4,0,2,1,15
2528,Gary Harris,G,2018-11-11,DEN,MIL,H,L,1,30,5,14,0.357,3,8,0.375,2,6,0.333,3,5,0.6,1,3,4,0,3,0,2,3,15
2529,Tobias Harris,F,2018-10-26,LAC,HOU,A,W,1,27,5,14,0.357,3,11,0.273,2,3,0.667,3,3,1.0,0,9,9,1,0,1,2,0,15
2530,Tobias Harris,F,2018-10-30,LAC,OKC,A,L,1,32,7,14,0.5,7,11,0.636,0,3,0.0,1,1,1.0,2,4,6,2,0,0,2,2,15
2531,Tobias Harris,F,2018-12-02,LAC,DAL,A,L,1,36,5,18,0.278,4,13,0.308,1,5,0.2,4,4,1.0,0,5,5,4,1,0,2,3,15
2532,Tobias Harris,F,2018-11-08,LAC,POR,A,L,1,37,6,16,0.375,5,13,0.385,1,3,0.333,2,2,1.0,0,11,11,2,0,1,0,4,15
2533,Josh Hart,G,2018-10-24,LAL,PHO,A,W,1,26,5,8,0.625,1,2,0.5,4,6,0.667,1,2,0.5,1,1,2,2,2,0,1,4,15
2534,Josh Hart,G,2018-12-13,LAL,HOU,A,L,1,29,6,8,0.75,4,5,0.8,2,3,0.667,1,3,0.333,1,1,2,1,0,2,1,5,15
2535,Gordon Hayward,F-G,2018-10-27,BOS,DET,A,W,1,24,6,11,0.545,4,6,0.667,2,5,0.4,1,3,0.333,0,5,5,1,1,0,3,3,15
2536,Gordon Hayward,F-G,2018-11-16,BOS,TOR,H,W,1,39,4,8,0.5,3,4,0.75,1,4,0.25,6,6,1.0,1,4,5,5,4,0,2,3,15
2537,Juan Hernangomez,F,2018-12-03,DEN,TOR,A,W,1,29,5,12,0.417,2,5,0.4,3,7,0.429,2,4,0.5,2,3,5,0,2,0,3,1,15
2538,Juan Hernangomez,F,2018-11-24,DEN,OKC,A,W,1,35,4,12,0.333,1,5,0.2,3,7,0.429,4,4,1.0,1,7,8,0,2,1,1,2,15
2539,Juan Hernangomez,F,2018-12-07,DEN,CHO,A,L,1,37,6,9,0.667,5,6,0.833,1,3,0.333,2,3,0.667,2,8,10,2,1,2,0,2,15
2540,Mario Hezonja,F-G,2018-10-17,NYK,ATL,H,W,0,19,6,14,0.429,3,7,0.429,3,7,0.429,0,1,0.0,0,3,3,1,3,0,3,5,15
2541,Mario Hezonja,F-G,2018-11-05,NYK,CHI,H,L,0,36,6,18,0.333,5,13,0.385,1,5,0.2,2,3,0.667,2,4,6,2,1,1,3,3,15
2542,Buddy Hield,G,2018-11-09,SAC,MIN,H,W,1,33,6,14,0.429,3,7,0.429,3,7,0.429,0,0,,2,8,10,3,0,0,2,5,15
2543,George Hill,G,2018-10-25,CLE,DET,A,L,1,23,6,11,0.545,6,10,0.6,0,1,0.0,3,3,1.0,0,3,3,0,1,0,2,1,15
2544,George Hill,G,2018-10-17,CLE,TOR,A,L,1,31,5,11,0.455,3,8,0.375,2,3,0.667,3,4,0.75,1,1,2,7,0,0,1,3,15
2545,Jrue Holiday,G,2018-10-19,NOP,SAC,H,W,1,27,5,11,0.455,5,10,0.5,0,1,0.0,5,6,0.833,3,3,6,10,3,0,3,0,15
2546,Justin Holiday,F,2018-12-04,CHI,IND,A,L,1,41,5,11,0.455,2,5,0.4,3,6,0.5,2,2,1.0,3,3,6,3,1,0,1,0,15
2547,Justin Holiday,F,2018-10-31,CHI,DEN,H,L,1,39,5,10,0.5,0,1,0.0,5,9,0.556,0,0,,0,5,5,5,0,1,0,3,15
2548,Rondae Hollis-Jefferson,F,2018-12-14,BRK,WAS,H,W,1,32,6,11,0.545,6,11,0.545,0,0,,3,5,0.6,1,8,9,6,1,0,2,3,15
2549,Rondae Hollis-Jefferson,F,2018-11-30,BRK,MEM,H,L,1,38,6,11,0.545,6,10,0.6,0,1,0.0,3,4,0.75,2,1,3,1,0,0,1,3,15
2550,Richaun Holmes,F-C,2018-12-02,PHO,LAL,A,L,0,23,7,12,0.583,7,12,0.583,0,0,,1,1,1.0,0,1,1,0,3,4,2,3,15
2551,Rodney Hood,G-F,2018-12-05,CLE,GSW,H,L,1,31,6,16,0.375,4,7,0.571,2,9,0.222,1,1,1.0,0,0,0,1,1,0,2,2,15
2552,Al Horford,C-F,2018-12-01,BOS,MIN,A,W,1,32,7,11,0.636,6,7,0.857,1,4,0.25,0,0,,0,3,3,2,0,1,2,3,15
2553,Al Horford,C-F,2018-10-22,BOS,ORL,H,L,1,32,5,13,0.385,4,6,0.667,1,7,0.143,4,4,1.0,1,5,6,4,0,1,0,0,15
2554,Danuel House,G,2018-12-13,HOU,LAL,H,W,0,29,5,8,0.625,2,3,0.667,3,5,0.6,2,2,1.0,1,2,3,0,1,0,1,0,15
2555,Serge Ibaka,F-C,2018-10-22,TOR,CHO,H,W,1,24,7,12,0.583,7,9,0.778,0,3,0.0,1,2,0.5,0,8,8,1,0,1,4,3,15
2556,Serge Ibaka,F-C,2018-12-03,TOR,DEN,H,L,1,31,6,9,0.667,5,5,1.0,1,4,0.25,2,2,1.0,0,5,5,2,0,1,2,4,15
2557,Serge Ibaka,F-C,2018-10-24,TOR,MIN,H,W,1,28,7,10,0.7,7,9,0.778,0,1,0.0,1,2,0.5,3,4,7,1,0,0,2,3,15
2558,Andre Iguodala,G-F,2018-12-07,GSW,MIL,A,W,1,28,6,10,0.6,3,4,0.75,3,6,0.5,0,0,,0,8,8,2,1,1,0,2,15
2559,Ersan Ilyasova,F,2018-11-04,MIL,SAC,H,W,0,21,4,7,0.571,1,2,0.5,3,5,0.6,4,4,1.0,0,4,4,2,1,0,0,3,15
2560,Joe Ingles,F-G,2018-12-21,UTA,POR,A,W,1,28,6,11,0.545,4,6,0.667,2,5,0.4,1,4,0.25,0,5,5,7,1,0,1,1,15
2561,Brandon Ingram,F,2018-12-02,LAL,PHO,H,W,1,28,5,10,0.5,4,9,0.444,1,1,1.0,4,7,0.571,2,2,4,2,0,0,3,2,15
2562,Kyrie Irving,G,2018-10-25,BOS,OKC,A,W,1,34,6,13,0.462,4,7,0.571,2,6,0.333,1,4,0.25,1,4,5,5,0,0,3,3,15
2563,Kyrie Irving,G,2018-12-21,BOS,MIL,H,L,1,39,7,20,0.35,6,16,0.375,1,4,0.25,0,0,,3,6,9,7,0,0,1,1,15
2564,Jonathan Isaac,F,2018-11-26,ORL,GSW,A,L,0,30,5,9,0.556,2,6,0.333,3,3,1.0,2,3,0.667,0,4,4,0,1,0,2,3,15
2565,Jaren Jackson,F,2018-12-14,MEM,MIA,H,L,1,22,6,9,0.667,6,7,0.857,0,2,0.0,3,5,0.6,1,3,4,0,2,1,2,2,15
2566,Jaren Jackson,F,2018-11-05,MEM,GSW,A,L,1,32,6,16,0.375,6,13,0.462,0,3,0.0,3,6,0.5,2,4,6,2,0,5,2,3,15
2567,Josh Jackson,F-G,2018-11-28,PHO,LAC,A,L,0,20,6,10,0.6,6,9,0.667,0,1,0.0,3,3,1.0,2,5,7,1,2,0,1,5,15
2568,Reggie Jackson,G,2018-12-10,DET,PHI,A,L,1,28,6,14,0.429,3,8,0.375,3,6,0.5,0,0,,0,2,2,7,2,0,2,6,15
2569,Reggie Jackson,G,2018-12-05,DET,MIL,A,L,1,24,6,15,0.4,5,10,0.5,1,5,0.2,2,3,0.667,1,6,7,5,1,0,1,4,15
2570,Reggie Jackson,G,2018-11-07,DET,ORL,A,W,1,26,5,11,0.455,4,5,0.8,1,6,0.167,4,5,0.8,0,1,1,4,0,0,5,4,15
