,02-11-2018:teams_700.csv,03-11-2018:teams_700.csv,04-11-2018:teams_600.csv,05-11-2018:teams_700.csv,07-11-2018:teams_700.csv,09-11-2018:teams_700.csv,10-11-2018:teams_700.csv,21-11-2018:teams_700.csv,23-11-2018:teams_700.csv,26-11-2018:teams_700.csv,28-11-2018:teams_700.csv,21-12-2018:teams_700.csv,03-12-2018:teams_700.csv,05-12-2018:teams_700.csv,07-12-2018:teams_700.csv,08-12-2018:teams_700.csv,01-11-2018:teams_700.csv,06-11-2018:teams_700.csv,08-11-2018:teams_800.csv,21-11-2018:teams_800.csv,23-11-2018:teams_800.csv,24-11-2018:teams_730.csv,25-11-2018:teams_600.csv,27-11-2018:teams_700.csv,28-11-2018:teams_800.csv,01-12-2018:teams_700.csv,03-12-2018:teams_730.csv,04-12-2018:teams_700.csv,05-12-2018:teams_800.csv,09-12-2018:teams_600.csv
74,280.75,276.75,255.5,291.0,280.75,269.5,248.25,282.5,237.75,294.5,283.5,273.75,262.5,279.25,284.25,257.5,339.5,269.25,301.25,273.5,265.5,326.5,305.75,239.0,265.5,262.25,263.5,228.0,212.25,276.5
75,231.75,308.25,242.25,268.75,287.25,242.0,218.75,285.75,221.25,256.5,298.75,256.0,256.0,245.75,321.5,322.75,336.0,266.25,311.0,245.5,256.75,248.75,293.25,256.75,265.0,237.5,266.0,252.5,202.5,212.25
76,243.0,275.25,208.0,278.75,281.0,279.5,265.0,240.5,248.0,316.25,255.5,257.0,235.25,285.5,287.0,257.75,310.75,247.0,283.5,256.5,279.0,316.25,261.0,254.75,308.5,228.25,285.75,208.0,210.5,215.25
77,234.25,252.0,239.25,241.75,270.25,263.25,229.75,260.5,252.75,291.5,293.5,254.0,228.75,246.75,274.5,269.5,317.25,237.75,318.25,238.0,253.0,277.5,287.0,242.5,233.25,257.0,232.25,221.0,184.25,231.0
78,241.25,272.5,222.5,249.5,261.25,258.75,254.25,291.25,271.0,306.0,288.25,256.25,246.75,253.0,301.0,331.25,328.75,255.25,278.75,245.75,243.5,330.25,270.5,187.0,224.5,263.0,265.75,251.75,226.5,236.25
79,248.5,273.25,232.75,262.5,254.0,250.5,261.25,270.75,257.0,335.5,239.0,237.25,218.75,261.5,274.5,294.0,347.75,263.5,278.5,255.25,295.0,284.75,245.25,237.0,292.5,263.25,280.0,243.75,200.25,231.25
80,273.25,297.5,251.75,290.75,276.0,226.5,259.75,286.25,229.0,329.5,285.75,238.0,245.75,285.75,298.5,289.75,327.0,281.25,290.75,266.75,253.5,246.25,300.75,200.25,224.0,270.75,229.25,240.75,152.75,251.0
81,252.25,277.25,262.25,268.25,260.5,285.0,277.5,260.0,240.0,302.25,291.5,238.5,270.5,222.75,248.25,279.0,329.75,252.5,287.75,254.5,243.5,269.25,295.5,209.25,214.25,243.0,256.25,241.0,245.75,249.0
82,251.5,264.0,254.75,264.0,244.5,270.5,241.5,284.75,251.25,283.0,314.25,236.5,255.75,282.25,298.0,261.75,291.0,243.5,311.75,227.75,234.25,265.75,280.25,221.75,273.75,257.25,261.75,236.75,191.0,214.75
83,228.25,274.25,257.75,290.25,229.5,237.0,265.75,287.75,262.25,266.25,276.5,268.0,266.5,257.0,277.5,299.25,341.5,257.5,281.75,239.25,247.75,259.75,314.75,207.25,253.5,243.5,228.5,216.75,204.25,251.0
84,244.25,298.5,243.25,245.25,291.5,295.0,258.0,290.25,253.5,283.75,266.0,238.5,267.5,264.5,324.0,331.5,322.75,237.5,311.75,244.75,245.5,260.5,270.25,202.75,264.5,229.25,280.25,240.75,201.25,262.0
85,223.0,308.5,239.5,277.0,245.5,258.0,240.5,270.0,221.0,273.25,267.5,257.25,211.5,245.25,258.5,273.75,313.0,266.75,272.0,226.0,266.0,291.5,240.0,188.25,302.0,296.75,249.0,241.75,189.75,227.5
86,282.25,245.75,223.5,280.25,264.25,248.75,226.0,288.5,245.0,276.25,303.5,269.0,251.25,270.5,287.25,303.5,335.25,255.25,278.5,243.75,284.5,246.5,213.25,206.0,274.25,250.25,294.5,236.5,202.75,250.5
